state,distnum,distid,party,yearel,origvote,totvote,highestvote,sechighestvote,officeexp,share_t,margin_t,margin_tm1,margin_tm2,incumbent
21,23,147,100,1950,50143,113812,63669,50143,0,0.4405774435033213,-0.05942255649667871,-0.01752697318350721,-0.04912091548619191,0
21,23,147,100,1952,65442,154870,89428,65442,0,0.42256085749338157,-0.07743914250661843,-0.05942255649667871,-0.01752697318350721,0
21,23,147,100,1954,61493,130672,69179,61493,0,0.47059048610260806,-0.029409513897391937,-0.07743914250661843,-0.05942255649667871,0
21,23,147,100,1956,72070,151932,79862,72070,0,0.474356949161467,-0.02564305083853302,-0.029409513897391937,-0.07743914250661843,0
21,23,147,100,1958,65114,130041,65114,64927,0,0.5007190040064288,7.190040064287695e-4,-0.02564305083853302,-0.029409513897391937,0
21,23,147,100,1960,80718,156527,80718,75809,1,0.5156810007219201,0.015681000721920135,7.190040064287695e-4,-0.02564305083853302,1
21,23,147,100,1962,99133,191695,99133,92562,2,0.5171392055087509,0.01713920550875092,0.015681000721920135,7.190040064287695e-4,1
21,23,147,100,1964,119447,218943,119447,99496,3,0.5455620869358692,0.04556208693586916,0.01713920550875092,0.015681000721920135,1
21,23,147,100,1966,95156,168619,95156,73463,4,0.5643254911961285,0.06432549119612851,0.04556208693586916,0.01713920550875092,1
21,23,147,100,1968,104349,193294,104349,88945,5,0.539846037642141,0.03984603764214101,0.06432549119612851,0.04556208693586916,1
21,23,147,100,1970,91158,168920,91158,77762,6,0.5396519062278001,0.03965190622780013,0.03984603764214101,0.06432549119612851,1
21,23,147,100,1972,121682,162110,121682,40428,13,0.7506137807661465,0.2506137807661465,0.03965190622780013,0.03984603764214101,1
21,23,147,100,1974,78347,97334,78347,18987,14,0.8049294182916555,0.30492941829165554,0.2506137807661465,0.03965190622780013,1
21,23,147,100,1976,128113,162938,128113,34825,15,0.7862683965680197,0.2862683965680197,0.30492941829165554,0.2506137807661465,1
21,23,147,100,1978,74247,100105,74247,25858,16,0.7416912242145747,0.24169122421457467,0.2862683965680197,0.30492941829165554,1
21,23,147,100,1980,107786,167430,107786,59644,17,0.6437675446455235,0.14376754464552355,0.24169122421457467,0.2862683965680197,1
21,24,148,100,1946,26483,64392,37909,26483,0,0.41127779848428375,-0.08872220151571625,NA,NA,NA
21,24,148,100,1948,56262,113994,57732,56262,0,0.49355229222590663,-0.00644770777409337,-0.08872220151571625,NA,0
21,24,148,100,1950,50638,113330,62692,50638,0,0.4468190240889438,-0.053180975911056194,-0.00644770777409337,-0.08872220151571625,0
21,24,148,100,1952,117408,181186,117408,63778,3,0.6479970858675616,0.14799708586756155,-0.053180975911056194,-0.00644770777409337,0
21,24,148,100,1954,90482,130840,90482,40358,4,0.6915469275450933,0.19154692754509328,0.14799708586756155,-0.053180975911056194,1
21,24,148,100,1956,121381,177949,121381,56568,5,0.6821111666825889,0.18211116668258887,0.19154692754509328,0.14799708586756155,1
21,24,148,100,1958,94231,123901,94231,29670,6,0.760534620382402,0.26053462038240205,0.18211116668258887,0.19154692754509328,1
21,24,148,100,1960,144560,200180,144560,55620,7,0.7221500649415526,0.22215006494155265,0.26053462038240205,0.18211116668258887,1
21,24,148,100,1962,95522,129515,95522,33993,8,0.7375361927189901,0.23753619271899007,0.22215006494155265,0.26053462038240205,1
21,24,148,100,1964,144743,191162,144743,46419,9,0.7571745430577207,0.2571745430577207,0.23753619271899007,0.22215006494155265,1
21,24,148,100,1966,82513,115428,82513,32915,10,0.7148438853657691,0.21484388536576915,0.2571745430577207,0.23753619271899007,1
21,24,148,100,1968,113507,159156,113507,45649,11,0.7131807786071527,0.21318077860715268,0.21484388536576915,0.2571745430577207,1
21,24,148,100,1970,88637,119421,88637,30784,12,0.7422228921211512,0.24222289212115122,0.21318077860715268,0.21484388536576915,1
21,24,148,100,1972,138867,148265,138867,9398,9,0.9366134961049473,0.43661349610494726,0.24222289212115122,0.21318077860715268,1
21,24,148,100,1974,108417,182051,108417,73634,0,0.5955309226535421,0.09553092265354213,0.43661349610494726,0.24222289212115122,1
21,24,148,100,1976,152344,226110,152344,73766,1,0.673760559019946,0.17376055901994603,0.09553092265354213,0.43661349610494726,1
21,24,148,100,1978,110298,168061,110298,NA,2,0.6562974158192562,NA,0.17376055901994603,0.09553092265354213,1
21,24,148,100,1980,112134,228295,112134,110176,3,0.4911802711404104,0.004403760514596788,NA,0.17376055901994603,NA
21,25,149,100,1946,36217,90048,53831,36217,0,0.4021966062544421,-0.09780339374555791,NA,NA,NA
21,25,149,100,1948,101927,146655,101927,44728,1,0.6950121032354847,0.19501210323548468,-0.09780339374555791,NA,0
21,25,149,100,1950,78812,121508,78812,42696,2,0.6486157290054976,0.14861572900549758,0.19501210323548468,-0.09780339374555791,1
21,25,149,100,1952,69245,158055,88810,69245,0,0.4381069880737718,-0.0618930119262282,0.14861572900549758,0.19501210323548468,1
21,25,149,100,1954,69562,132221,69562,62659,0,0.5261040228102949,0.02610402281029489,-0.0618930119262282,0.14861572900549758,0
21,25,149,100,1956,82845,153893,82845,71048,1,0.5383285789477105,0.03832857894771047,0.02610402281029489,-0.0618930119262282,1
21,25,149,100,1958,78385,134642,78385,56257,2,0.5821734674172993,0.08217346741729925,0.03832857894771047,0.02610402281029489,1
21,25,149,100,1960,92227,159294,92227,67067,3,0.578973470438309,0.07897347043830905,0.08217346741729925,0.03832857894771047,1
21,26,150,100,1948,51028,106021,54993,51028,0,0.4813008743550806,-0.01869912564491938,NA,NA,NA
21,26,150,100,1950,50759,103966,53207,50759,0,0.48822692033934173,-0.01177307966065827,-0.01869912564491938,NA,0
21,98,151,100,1946,1539248,3458882,1906717,1539248,0,0.445013157430638,-0.05331873655129987,NA,NA,NA
22,1,152,100,1946,51809,99794,51809,46677,0,0.5191594685051205,0.026054464593952442,NA,NA,NA
22,1,152,100,1948,78898,130085,78898,50194,1,0.6065111273398163,0.11117652526880051,0.026054464593952442,NA,1
22,1,152,100,1950,62666,119237,62666,56063,2,0.5255583417898807,0.027807022715595986,0.11117652526880051,0.026054464593952442,1
22,1,152,100,1952,93187,165335,93187,71617,3,0.5636253666797714,0.06544137278221407,0.027807022715595986,0.11117652526880051,1
22,1,152,100,1954,81217,132229,81217,50439,4,0.6142147335304661,0.11688795041623623,0.06544137278221407,0.027807022715595986,1
22,1,152,100,1956,93658,178207,93658,84125,5,0.5255573574550944,0.02681077493348638,0.11688795041623623,0.06544137278221407,1
22,1,152,100,1958,95801,144208,95801,47588,6,0.6643251414623322,0.16811959076358718,0.02681077493348638,0.11688795041623623,1
22,1,152,100,1960,136443,210839,136443,73984,7,0.6471430807393319,0.14841013748235732,0.16811959076358718,0.02681077493348638,1
22,1,152,100,1962,104212,172244,104212,67230,8,0.6050254290425211,0.10785571796875915,0.14841013748235732,0.16811959076358718,1
22,1,152,100,1964,133089,209049,133089,75226,9,0.6366402135384527,0.13888342174111323,0.10785571796875915,0.14841013748235732,1
22,1,152,100,1966,71040,121844,71040,50804,10,0.5830406093036998,0.08304060930369983,0.13888342174111323,0.10785571796875915,1
22,1,152,100,1968,90055,158724,90055,68318,11,0.5673685138983393,0.06862596528448661,0.08304060930369983,0.13888342174111323,1
22,1,152,100,1970,73145,111439,73145,38294,12,0.6563680578612514,0.1563680578612514,0.06862596528448661,0.08304060930369983,1
22,1,152,100,1972,95873,168535,95873,72662,13,0.5688610674340642,0.06886106743406417,0.1563680578612514,0.06862596528448661,1
22,1,152,100,1974,71759,104552,71759,32793,14,0.6863474634631571,0.18634746346315711,0.06886106743406417,0.1563680578612514,1
22,1,152,100,1976,121155,169911,121155,48756,0,0.713049773116514,0.21304977311651396,0.18634746346315711,0.06886106743406417,1
22,1,152,100,1978,72367,90170,72367,17419,1,0.8025618276588666,0.30599425300158156,0.21304977311651396,0.18634746346315711,1
22,1,152,100,1980,112016,155553,112016,43537,2,0.7201146875984391,0.2201146875984391,0.30599425300158156,0.21304977311651396,1
22,1,152,100,1982,87369,155096,87369,66921,0,0.5633220714912055,0.06626482597705619,0.2201146875984391,0.30599425300158156,1
22,1,152,100,1984,147035,207964,147035,59986,0,0.7070214075513069,0.21024195613005447,0.06626482597705619,0.2201146875984391,1
22,1,152,100,1986,86983,118441,86983,30395,1,0.7343994056112326,0.2410502819949224,0.21024195613005447,0.06626482597705619,1
22,1,152,100,1988,138251,179327,138251,41076,2,0.7709435835094548,0.2709435835094548,0.2410502819949224,0.21024195613005447,1
22,1,152,100,1990,68920,104370,68920,35450,3,0.6603430104436141,0.1603430104436141,0.2709435835094548,0.2410502819949224,1
22,1,152,100,1992,147054,211824,147054,64770,4,0.694227283027419,0.19422728302741898,0.1603430104436141,0.2709435835094548,1
22,1,152,100,1994,68612,121532,68612,52920,5,0.5645591284599941,0.06455912845999412,0.19422728302741898,0.1603430104436141,1
22,1,152,100,1996,133553,193113,133553,56418,6,0.6915795415119645,0.20301782903706356,0.06455912845999412,0.19422728302741898,1
22,1,152,100,1998,92634,127754,92634,33503,7,0.7250966701629694,0.2343919706351031,0.20301782903706356,0.06455912845999412,1
22,2,153,100,1946,40847,108318,66423,40847,0,0.37710260529182593,-0.11921320033560173,NA,NA,NA
22,2,153,100,1948,57245,130184,71907,57245,0,0.43972377557918024,-0.05676257433102083,-0.11921320033560173,NA,0
22,2,153,100,1950,55153,130822,74872,55153,0,0.4215881120912385,-0.0758277254374159,-0.05676257433102083,-0.11921320033560173,0
22,2,153,100,1952,54025,149767,94795,54025,0,0.3607269959336837,-0.13697755678000267,-0.0758277254374159,-0.05676257433102083,0
22,2,153,100,1954,49996,123713,73717,49996,0,0.4041289112704404,-0.09587108872955957,-0.13697755678000267,-0.0758277254374159,0
22,2,153,100,1956,57049,152426,94852,57049,1,0.37427341792082713,-0.1244330188741351,-0.09587108872955957,-0.13697755678000267,0
22,2,153,100,1958,65792,137725,71933,65792,0,0.4777055726992195,-0.022294427300780517,-0.1244330188741351,-0.09587108872955957,0
22,2,153,100,1960,70464,166937,95920,70464,0,0.42209935484643907,-0.0764977401673238,-0.022294427300780517,-0.1244330188741351,0
22,2,153,100,1962,61076,144047,82971,61076,0,0.4240004998368588,-0.07599950016314122,-0.0764977401673238,-0.022294427300780517,0
22,2,153,100,1964,78566,166770,88204,78566,0,0.47110391557234516,-0.028896084427654845,-0.07599950016314122,-0.0764977401673238,0
22,2,153,100,1966,71825,168986,97161,71825,0,0.4250352100173979,-0.07496478998260209,-0.028896084427654845,-0.07599950016314122,0
22,2,153,100,1968,85084,189322,104238,85084,0,0.4494142254994137,-0.05058577450058632,-0.07496478998260209,-0.028896084427654845,0
22,2,153,100,1970,77959,157122,79163,77959,0,0.49616858237547895,-0.0038314176245210496,-0.05058577450058632,-0.07496478998260209,0
22,2,153,100,1972,91533,201939,110406,91533,0,0.4532705420943948,-0.046729457905605176,-0.0038314176245210496,-0.05058577450058632,0
22,2,153,100,1974,101856,166806,101856,64950,0,0.6106255170677314,0.11062551706773138,-0.046729457905605176,-0.0038314176245210496,0
22,2,153,100,1976,117617,214795,117617,95505,1,0.5475779231360134,0.05187639004889222,0.11062551706773138,-0.046729457905605176,1
22,2,153,100,1978,82402,145778,82402,52842,2,0.5652567602793288,0.10928396084114633,0.05187639004889222,0.11062551706773138,1
22,2,153,100,1980,122326,226283,122326,103957,3,0.540588555039486,0.040588555039485996,0.10928396084114633,0.05187639004889222,1
22,2,153,100,1982,107298,190891,107298,83593,4,0.5620904076148169,0.06209040761481688,0.040588555039485996,0.10928396084114633,1
22,2,153,100,1984,118965,222663,118965,103061,5,0.5342827501650477,0.03581562519704895,0.06209040761481688,0.040588555039485996,1
22,2,153,100,1986,102456,165625,102456,62013,6,0.6186022641509434,0.12295022162231184,0.03581562519704895,0.06209040761481688,1
22,2,153,100,1988,116915,219761,116915,102846,7,0.5320097742547586,0.032009774254758594,0.12295022162231184,0.03581562519704895,1
22,2,153,100,1990,93495,157475,93495,63980,8,0.593713287823464,0.093713287823464,0.032009774254758594,0.12295022162231184,1
22,2,153,100,1992,130881,229295,130881,90593,9,0.5707974443402604,0.09095424293596543,0.093713287823464,0.032009774254758594,1
22,2,153,100,1994,78241,171833,93592,78241,0,0.45533163012925343,-0.04466836987074657,0.09095424293596543,0.093713287823464,1
22,2,153,100,1996,85105,212883,123113,85105,0,0.39977358455113843,-0.09126972692082336,-0.04466836987074657,0.09095424293596543,0
22,2,153,100,1998,62452,164296,99608,62452,0,0.3801188099527682,-0.11463655436258174,-0.09126972692082336,-0.04466836987074657,0
22,3,154,100,1946,57425,131728,73239,57425,0,0.4359361715049192,-0.06051399008143021,NA,NA,NA
22,3,154,100,1948,86382,166359,86382,78935,0,0.5192505364903612,0.022523394448241918,-0.06051399008143021,NA,0
22,3,154,100,1950,73646,158629,83816,73646,1,0.46426567651564343,-0.032293505734716954,0.022523394448241918,-0.06051399008143021,1
22,3,154,100,1952,88776,197933,107839,88776,0,0.44851540672853946,-0.04847798998041858,-0.032293505734716954,0.022523394448241918,0
22,3,154,100,1954,83851,170499,85884,83851,0,0.4917976058510607,-0.0059887471646979384,-0.04847798998041858,-0.032293505734716954,0
22,3,154,100,1956,97196,207103,109907,97196,0,0.4693123711389985,-0.030687628861001515,-0.0059887471646979384,-0.04847798998041858,0
22,3,154,100,1958,101802,178816,101802,77014,0,0.5693114710093057,0.06931147100930568,-0.030687628861001515,-0.0059887471646979384,0
22,3,154,100,1960,115070,219500,115070,104430,1,0.5242369020501139,0.024236902050113862,0.06931147100930568,-0.030687628861001515,1
22,3,154,100,1962,92609,178454,92609,85845,2,0.5189516626133345,0.018951662613334475,0.024236902050113862,0.06931147100930568,1
22,3,154,100,1964,121209,199851,121209,78642,3,0.6064968401459087,0.10649684014590866,0.018951662613334475,0.024236902050113862,1
22,3,154,100,1966,75321,135052,75321,59731,4,0.5577185084263839,0.05771850842638393,0.10649684014590866,0.018951662613334475,1
22,3,154,100,1968,94452,180806,94452,86354,5,0.5223941683351216,0.022394168335121645,0.05771850842638393,0.10649684014590866,1
22,3,154,100,1970,87064,151313,87064,64249,6,0.5753900854520101,0.07539008545201009,0.022394168335121645,0.05771850842638393,1
22,3,154,100,1972,103949,188202,103949,81369,7,0.5523267552948428,0.06092230652176256,0.07539008545201009,0.022394168335121645,1
22,3,154,100,1974,89306,139422,89306,50116,8,0.6405445338612271,0.14054453386122712,0.06092230652176256,0.07539008545201009,1
22,3,154,100,1976,101777,178871,101777,77094,9,0.5689966512179169,0.06899665121791687,0.14054453386122712,0.06092230652176256,1
22,3,154,100,1978,64336,115862,64336,50145,10,0.5552812829055256,0.06197971715830575,0.06899665121791687,0.14054453386122712,1
22,3,154,100,1980,85136,189108,103972,85136,11,0.4501977705861201,-0.049802229413879906,0.06197971715830575,0.06899665121791687,1
22,3,154,100,1982,83046,170004,86958,83046,0,0.48849438836733255,-0.011505611632667445,-0.049802229413879906,0.06197971715830575,0
22,3,154,100,1984,103961,219752,115139,103961,0,0.4730832938949361,-0.02550890004564127,-0.011505611632667445,-0.049802229413879906,0
22,3,154,100,1986,75932,152509,75979,75932,0,0.4978853706994341,-1.5469584164412575e-4,-0.02550890004564127,-0.011505611632667445,0
22,3,154,100,1988,97934,214243,116309,97934,0,0.45711645187940797,-0.04288354812059203,-1.5469584164412575e-4,-0.02550890004564127,0
22,3,154,100,1990,80740,158651,80740,77911,0,0.5089157963076186,0.008915796307618629,-0.04288354812059203,-1.5469584164412575e-4,0
22,3,154,100,1992,121269,211103,121269,89834,1,0.5744541763973037,0.07445417639730367,0.008915796307618629,-0.04288354812059203,1
22,3,154,100,1994,72497,131375,72497,58878,2,0.5518325404376784,0.051832540437678376,0.07445417639730367,0.008915796307618629,1
22,3,154,100,1996,114288,197312,114288,2325,3,0.5792247810574116,0.48006225720974505,0.051832540437678376,0.07445417639730367,1
22,3,154,100,1998,84625,145666,84625,61041,4,0.5809523155712383,0.08095231557123828,0.48006225720974505,0.051832540437678376,1
22,4,155,100,1946,39766,100667,59790,39766,0,0.3950251820358211,-0.10056651532805655,NA,NA,NA
22,4,155,100,1948,66689,131231,66689,63403,0,0.5081802318049851,0.012629523721673919,-0.10056651532805655,NA,0
22,4,155,100,1950,53550,124184,69741,53550,1,0.4312149713328609,-0.06566172713336738,0.012629523721673919,-0.10056651532805655,1
22,4,155,100,1952,53154,150087,95613,53154,0,0.3541545903376042,-0.14270301881465647,-0.06566172713336738,0.012629523721673919,0
22,4,155,100,1954,47384,119512,71436,47384,0,0.39647901465961577,-0.10121191718565897,-0.14270301881465647,-0.06566172713336738,0
22,4,155,100,1956,55284,152146,96531,55284,0,0.36336150802518635,-0.13584626025096336,-0.10121191718565897,-0.14270301881465647,0
22,4,155,100,1958,69478,139223,69745,69478,0,0.49904110671368956,-9.58893286310436e-4,-0.13584626025096336,-0.10121191718565897,0
22,4,155,100,1960,72251,172670,100419,72251,0,0.41843400706550066,-0.08156599293449934,-9.58893286310436e-4,-0.13584626025096336,0
22,4,155,100,1962,64553,145246,80693,64553,0,0.4444390895446346,-0.055560910455365375,-0.08156599293449934,-9.58893286310436e-4,0
22,4,155,100,1964,82284,171721,89437,82284,0,0.47917261138707556,-0.020827388612924436,-0.055560910455365375,-0.08156599293449934,0
22,4,155,100,1966,54331,148788,94457,54331,0,0.3651571363281985,-0.13484286367180148,-0.020827388612924436,-0.055560910455365375,0
22,4,155,100,1968,93515,192492,98977,93515,0,0.48581239739833343,-0.014187602601666571,-0.13484286367180148,-0.020827388612924436,0
22,4,155,100,1970,86582,166908,86582,80326,4,0.5187408632300429,0.01874086323004287,-0.014187602601666571,-0.13484286367180148,0
22,4,155,100,1972,100327,194819,100327,94492,5,0.5149754387405746,0.01497543874057461,0.01874086323004287,-0.014187602601666571,1
22,4,155,100,1974,83604,161219,83604,75031,6,0.5185741134729778,0.027021149178932724,0.01497543874057461,0.01874086323004287,1
22,4,155,100,1976,88361,198183,107762,88361,7,0.44585559810881864,-0.049461307444817804,0.027021149178932724,0.01497543874057461,1
22,4,155,100,1978,42238,125117,80527,42238,0,0.3375880176155119,-0.15594428379424102,-0.049461307444817804,0.027021149178932724,0
22,4,155,100,1980,77542,198342,120055,77542,0,0.39095098365449577,-0.10757501379069523,-0.15594428379424102,-0.049461307444817804,0
22,4,155,100,1982,60054,171238,110155,60054,0,0.35070486691038205,-0.1471749437456304,-0.10757501379069523,-0.15594428379424102,0
22,4,155,100,1984,82053,213119,129674,82053,0,0.3850102524880466,-0.11245849608221908,-0.1471749437456304,-0.10757501379069523,0
22,4,155,100,1986,43105,143572,99865,43105,0,0.3002326358900064,-0.1985031824858362,-0.11245849608221908,-0.1471749437456304,0
22,4,155,100,1988,80915,213758,132843,80915,0,0.37853554019030866,-0.12146445980969134,-0.1985031824858362,-0.11245849608221908,0
22,4,155,100,1990,99347,163971,99347,64415,0,0.6058815278311409,0.10665477949707503,-0.12146445980969134,-0.1985031824858362,0
22,4,155,100,1992,134907,217375,134907,82468,1,0.6206187464059805,0.12061874640598047,0.10665477949707503,-0.12146445980969134,1
22,4,155,100,1994,71235,159819,88584,71235,2,0.445722974114467,-0.054277025885533015,0.12061874640598047,0.10665477949707503,1
22,4,155,100,1996,81740,207880,121344,81740,0,0.39320761978064267,-0.09750645053278445,-0.054277025885533015,0.12061874640598047,0
22,4,155,100,1998,54286,147957,93671,54286,0,0.3669038977540772,-0.13309610224592278,-0.09750645053278445,-0.054277025885533015,0
22,5,156,100,1946,61364,144926,79752,61364,0,0.42341608821053506,-0.06515207347147028,NA,NA,NA
22,5,156,100,1948,91861,176872,91861,82730,0,0.5193642860373604,0.026149686982719578,-0.06515207347147028,NA,0
22,5,156,100,1950,76878,169801,91929,76878,1,0.4527535173526658,-0.044580497254260776,0.026149686982719578,-0.06515207347147028,1
22,5,156,100,1952,84825,200637,114081,84825,0,0.4227784506347284,-0.0735422762510935,-0.044580497254260776,0.026149686982719578,0
22,5,156,100,1954,76972,166474,88428,76972,1,0.46236649566899335,-0.03463119709794438,-0.0735422762510935,-0.044580497254260776,0
22,5,156,100,1958,97184,181036,97184,83852,0,0.5368214056872667,0.03682140568726666,-0.03463119709794438,-0.0735422762510935,0
22,5,156,100,1960,106870,213752,106882,106870,1,0.49997193008720386,-2.806991279613591e-5,0.03682140568726666,-0.03463119709794438,1
22,5,156,100,1962,92264,178667,92264,86403,1,0.5164020216380193,0.016402021638019293,-2.806991279613591e-5,0.03682140568726666,0
22,5,156,100,1964,114252,207054,114252,92802,2,0.5517980816598569,0.05179808165985689,0.016402021638019293,-2.806991279613591e-5,1
22,5,156,100,1966,76176,149049,76176,72873,3,0.5110802487772478,0.011080248777247781,0.05179808165985689,0.016402021638019293,1
22,5,156,100,1968,67370,181907,114537,67370,0,0.3703540820309279,-0.1296459179690721,0.011080248777247781,0.05179808165985689,1
22,5,156,100,1974,73239,168570,95331,73239,0,0.4344723260366613,-0.0655276739633387,-0.1296459179690721,0.011080248777247781,0
22,5,156,100,1976,78807,206001,127194,78807,0,0.38255639535730407,-0.11744360464269593,-0.0655276739633387,-0.1296459179690721,0
22,5,156,100,1978,45479,140429,94950,45479,0,0.3238576077590811,-0.17614239224091888,-0.11744360464269593,-0.0655276739633387,0
22,5,156,100,1980,80378,209852,129474,80378,0,0.3830223204925376,-0.1169776795074624,-0.17614239224091888,-0.11744360464269593,0
22,5,156,100,1982,67238,172707,105469,67238,0,0.3893183252560695,-0.11068167474393048,-0.1169776795074624,-0.17614239224091888,0
22,5,156,100,1984,66631,211355,143560,66631,0,0.3152563223013413,-0.18299784481733283,-0.11068167474393048,-0.1169776795074624,0
22,5,156,100,1986,80772,156976,80772,75477,0,0.5145499949036796,0.016944108442293992,-0.18299784481733283,-0.11068167474393048,0
22,5,156,100,1988,116240,206403,116240,NA,1,0.5631701089615946,NA,0.016944108442293992,-0.18299784481733283,1
22,5,156,100,1990,81373,153123,81373,71750,2,0.5314224512320161,0.031422451232016146,NA,0.016944108442293992,NA
22,5,156,100,1992,107973,220465,112492,107973,3,0.4897512076746876,-0.010248792325312395,0.031422451232016146,NA,1
22,5,156,100,1994,45224,159658,111031,45224,0,0.2832554585426349,-0.21057566157882945,-0.010248792325312395,0.031422451232016146,0
22,5,156,100,1996,63578,211111,125191,63578,0,0.3011591058732136,-0.16319681727402274,-0.21057566157882945,-0.010248792325312395,0
22,5,156,100,1998,58504,162388,101567,58504,0,0.3602729265709289,-0.1345121852178096,-0.16319681727402274,-0.21057566157882945,0
22,6,157,100,1946,47972,114933,65926,47972,0,0.4173910017140421,-0.07881613373369156,NA,NA,NA
22,6,157,100,1948,65931,133192,66414,65931,0,0.4950072076400985,-0.0018247761532358409,-0.07881613373369156,NA,0
22,6,157,100,1950,62915,133218,69789,62915,0,0.47227101442747976,-0.025899746804919244,-0.0018247761532358409,-0.07881613373369156,0
22,6,157,100,1952,68709,156133,86899,68709,0,0.44006712226114914,-0.058448151765976064,-0.025899746804919244,-0.0018247761532358409,0
22,6,157,100,1954,60896,128267,67371,60896,0,0.47475968097796006,-0.025240319022039936,-0.058448151765976064,-0.025899746804919244,0
22,6,157,100,1956,70035,156375,86020,70035,0,0.44786570743405274,-0.05121591746499632,-0.025240319022039936,-0.058448151765976064,0
22,6,157,100,1958,71669,139218,71669,67549,0,0.5147969371776638,0.014796937177663838,-0.05121591746499632,-0.025240319022039936,0
22,6,157,100,1960,78247,162909,84662,78247,1,0.4803110939236015,-0.019688906076398505,0.014796937177663838,-0.05121591746499632,1
22,6,157,100,1962,68777,145283,76506,68777,1,0.4734001913506742,-0.026599808649325818,-0.019688906076398505,0.014796937177663838,0
22,6,157,100,1964,73002,159170,86168,73002,0,0.45864170383866304,-0.04135829616133696,-0.026599808649325818,-0.019688906076398505,0
22,6,157,100,1966,63342,188792,124087,63342,0,0.335512097970253,-0.16204802885359254,-0.04135829616133696,-0.026599808649325818,0
22,6,157,100,1968,76940,219147,142207,76940,0,0.35108853874340057,-0.14891146125659943,-0.16204802885359254,-0.04135829616133696,0
22,6,157,100,1970,74599,189712,115113,74599,0,0.3932223581007,-0.1067776418993,-0.14891146125659943,-0.16204802885359254,0
22,6,157,100,1972,61070,173595,112525,61070,0,0.35179584665456953,-0.14820415334543047,-0.1067776418993,-0.14891146125659943,0
22,6,157,100,1974,78414,149548,78414,71134,0,0.5243400112338513,0.024340011233851322,-0.14820415334543047,-0.1067776418993,0
22,6,157,100,1976,105773,192627,105773,86854,1,0.5491078613070857,0.049107861307085665,0.024340011233851322,-0.14820415334543047,1
22,6,157,100,1978,66421,127282,66421,60630,2,0.5218412658506308,0.022790060684292124,0.049107861307085665,0.024340011233851322,1
22,6,157,100,1980,98482,196064,98482,97582,3,0.5022951689244328,0.002295168924432822,0.022790060684292124,0.049107861307085665,1
22,6,157,100,1982,70764,201864,131100,70764,0,0.3505528474616574,-0.14944715253834262,0.002295168924432822,0.022790060684292124,1
22,6,157,100,1984,65772,245864,178814,65772,0,0.2675137474376078,-0.2310884515058098,-0.14944715253834262,0.002295168924432822,0
22,6,157,100,1986,53431,173165,118363,53431,0,0.30855542401755554,-0.1889821530437617,-0.2310884515058098,-0.14944715253834262,0
22,6,157,100,1988,71447,263511,192064,71447,0,0.27113479133698404,-0.22886520866301596,-0.1889821530437617,-0.2310884515058098,0
22,6,157,100,1990,67024,183494,116470,67024,0,0.3652653492757256,-0.13473465072427437,-0.22886520866301596,-0.1889821530437617,0
22,6,157,100,1992,71952,258451,186499,71952,0,0.27839706559463884,-0.22160293440536116,-0.13473465072427437,-0.22886520866301596,0
22,6,157,100,1994,40815,177691,136876,40815,0,0.22969649560191568,-0.2703035043980843,-0.22160293440536116,-0.13473465072427437,0
22,6,157,100,1996,59661,257857,193193,59661,0,0.23137242735314534,-0.2640496096561652,-0.2703035043980843,-0.22160293440536116,0
22,6,157,100,1998,31472,187827,135250,31472,0,0.16755844473904177,-0.3112306714170895,-0.2640496096561652,-0.2703035043980843,0
22,7,158,100,1946,59908,125661,63667,59908,0,0.47674298310533897,-0.015209387011936082,NA,NA,NA
22,7,158,100,1948,74396,138600,74396,62855,0,0.5367676767676768,0.04204340951978491,-0.015209387011936082,NA,0
22,7,158,100,1950,67992,137843,68885,67992,1,0.49325682116610925,-0.003262052791922654,0.04204340951978491,-0.015209387011936082,1
22,7,158,100,1952,66218,152586,85601,66218,0,0.4339716618824794,-0.06383588351919062,-0.003262052791922654,0.04204340951978491,0
22,7,158,100,1954,60594,136591,75608,60594,0,0.44361634368296593,-0.05511666495352491,-0.06383588351919062,-0.003262052791922654,0
22,7,158,100,1956,65482,153117,87635,65482,0,0.427659894067935,-0.07234010593206502,-0.05511666495352491,-0.06383588351919062,0
22,7,158,100,1958,66217,143262,77045,66217,0,0.4622090994122656,-0.03779090058773438,-0.07234010593206502,-0.05511666495352491,0
22,7,158,100,1960,63646,159644,95998,63646,0,0.3986745508756984,-0.10132544912430158,-0.03779090058773438,-0.07234010593206502,0
22,7,158,100,1962,59953,142113,82160,59953,0,0.421868513084658,-0.078131486915342,-0.10132544912430158,-0.03779090058773438,0
22,7,158,100,1964,71461,155888,84427,71461,0,0.45841244996407676,-0.04158755003592324,-0.078131486915342,-0.10132544912430158,0
22,7,158,100,1966,67135,146999,79864,67135,0,0.4567037871005925,-0.043296212899407494,-0.04158755003592324,-0.078131486915342,0
22,7,158,100,1968,78045,193981,115921,78045,0,0.40233321820178264,-0.09763566810678159,-0.043296212899407494,-0.04158755003592324,0
22,7,158,100,1970,73042,170194,97152,73042,0,0.4291690658895143,-0.07083093411048569,-0.09763566810678159,-0.043296212899407494,0
22,7,158,100,1972,80145,208833,128688,80145,0,0.38377555271436986,-0.11622444728563014,-0.07083093411048569,-0.09763566810678159,0
22,7,158,100,1974,73802,175351,100128,73802,0,0.4208815461559957,-0.07567987121255676,-0.11622444728563014,-0.07083093411048569,0
