goodroadv,transport,pro3,tapwater,roadv,rm2c7d,rm2c7e,rm2c7g,animal_s,agrvisit,plant_s,agrext,irrigation,rm2c7c,pro5,pro4,rm2c7b,useschool,kgarten,v_prischool,broadcast,post,vpost,rm2c7a,rm2c7f,market,nonfarm,vmarket1,vmarket2,vmarket3,treatment,id_district,lnarea,lnpopden,city,reg8,rnongnghiep,rcongnghiep,rdichvu,year,tinh,post_treat
0,1,1,0,1,0,0.2640545070171356,0,1,0.02,1,0,0,0.252246618270874,0,0,0.05224660411477089,1,0,0,1,1,0,0.09795570373535156,0,0,0,0,0,0,0,503d17,2.9739978313446045,4.094174385070801,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,0,0,1,0,0.017636684700846672,1,1,0.02,1,0,0,0.10294117778539658,0,0,0.10924369841814041,0,0,1,1,1,1,0.10582010447978973,0.013227513059973717,0,1,0,0,0,0,503d17,2.5455312728881836,4.487975120544434,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,1,0,1,0.13059701025485992,0,0,1,0.02,1,0,1,0,1,0,0.08292683213949203,0,0,1,0,1,0,0,0,0,0,0,0,0,0,503d19,2.687847375869751,3.5962867736816406,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,1,0,1,0.12944984436035156,0.009708737954497337,0,1,0.09,1,0,1,0.09463869780302048,0,0,0.01678321696817875,0,0,0,1,1,0,0.053937431424856186,0,0,0,0,0,0,0,503d21,3.0301337242126465,3.8018198013305664,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,1,0,1,0.060706403106451035,0.16556291282176971,0.9547461271286011,1,0.12,1,0,0,0.29784661531448364,1,0,0.05371401086449623,0,1,0,1,1,0,0.1357615888118744,0.013245033100247383,0,0,0,0,0,0,503d21,3.1458749771118164,3.6631643772125244,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
0,0,1,0,0,0.24528302252292633,0,0,0,0.06,1,0,0,0.1344086080789566,1,0,0,0,0,1,0,0,0,0.030188679695129395,0,0,0,0,0,0,0,503d23,4.132122039794922,1.4476078748703003,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,0,1,0,1,0,0,0.009416195563971996,1,0.12,0,0,1,0.07056485116481781,0,0,0.06625807285308838,0,1,0,1,1,0,0.10985562205314636,0,1,0,0,0,0,0,503d25,2.817800998687744,4.555573463439941,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
0,1,1,0,1,0.15565548837184906,0,0.87512969970703125,0,0.02,0,0,1,0.11985735595226288,0,0,0.014786466024816036,0,1,0,1,1,1,0.03459010645747185,0,1,1,1,0,0,0,503d25,3.1068263053894043,4.8625311851501465,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,0,0,1,0,0,0,1,0.08,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,503d25,3.626471996307373,4.275275230407715,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
0,1,0,0,1,0,0,0,0,0.01,0,0,0,0,0,0,0.01924378052353859,0,1,1,1,0,1,0.07494004815816879,0,1,1,1,0,1,0,503d25,2.430978298187256,5.681549549102783,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,0,0,0,1,0.0476190485060215,0,0.30004623532295227,1,0.06,1,0,1,0.22790157794952393,0,0,0.08564790338277817,0,1,1,0,0,1,0.15349052846431732,0,0,0,1,0,0,0,503d25,3.086486577987671,4.592764854431152,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
0,1,1,0,1,0.08695652335882187,0,1,1,0.03,0,0,1,0.09033778309822083,0,1,0.1398271769285202,0,0,1,0,1,1,0.07608695328235626,0,0,0,0,0,0,0,503d27,4.166665077209473,1.9645612239837646,0,5,0.16278108954429626,0.8134786486625671,0.4368179738521576,2006,503,0
1,1,0,0,1,0.20966802537441254,0,0.9056493639945984,1,0.02,0,0,0,0.07175355404615402,0,0,0.014691943302750587,0,1,0,1,1,0,0.04018637165427208,0.06988934427499771,1,1,1,0,0,0,505d1,1.6068345308303833,5.841499328613281,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,0,0,0,0,0.1773049682378769,0,0,0,0.02,0,1,0,0.07746600359678268,0,0,0.10018935799598694,1,1,1,0,1,1,0,0.009850275702774525,1,0,1,0,0,0,505d3,1.4469189643859863,6.392212867736816,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,1,1,0.050902359187603,0,0,1,0.12,1,0,1,0.015636363998055458,0,0,0.02630303055047989,0,1,0,1,1,1,0.41601109504699707,9.254974429495633e-4,1,0,1,0,0,0,505d5,2.1792869567871094,5.499039649963379,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0,0,0,1,0.03,0,0,0,0.009382623247802258,0,0,0.011259147897362709,0,1,1,1,1,0,0.07358352094888687,0,1,0,1,0,0,0,505d5,2.928523540496826,4.285980701446533,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.03233754262328148,0,0,1,0.02,0,0,1,0,0,0,0.010163228027522564,0,0,1,0,1,1,0,0,1,1,1,0,0,0,505d5,2.549445152282715,5.536041736602783,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0,0,0,0.010112359188497066,0,0,1,0,0,0,0.03857280686497688,0.007232401054352522,1,1,1,0,0,0,505d5,2.669309377670288,4.967925071716309,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.0700315460562706,0,0.8958990573883057,1,0.04,0,0,1,0.054128292948007584,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,505d5,2.6217658519744873,4.7465739250183105,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,1,1,0,0,0.09640102833509445,0,0.9717223644256592,1,0.08,0,0,1,0.2189805507659912,0,1,0.10999329388141632,1,0,1,1,1,1,0.1542416512966156,0,1,1,1,0,0,0,505d5,2.671386241912842,3.9853403568267822,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.12479200959205627,0,0,1,0.02,0,0,1,0.012602394446730614,0,0,0.012602394446730614,1,0,0,1,1,0,0.10607320815324783,0,1,1,1,0,0,0,505d5,2.7258901596069336,5.058999061584473,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.20588235557079315,0,0,1,0.25,0,0,1,0.004887866787612438,0,1,0.014735479839146137,0,0,0,0,0,0,0.07735294103622437,0,1,1,1,0,0,0,505d5,2.9433858394622803,5.188145160675049,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,0,1,0,0,1,0,0,0,0.01,0,0,1,0.18018017709255219,1,0,6.006006151437759e-4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,505d7,3.8763959407806396,2.031687021255493,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.027397260069847107,0,0,1,0.04,0,0,0,0.09781250357627869,1,1,0.09062500298023224,0,0,0,1,1,0,0.013698630034923553,0,0,0,0,0,0,0,505d9,3.2172744274139404,4.068917274475098,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,0,0,0,1,0.08019395917654037,0,0.9324879050254822,1,0.03,0,0,1,0.004263301379978657,1,1,0.0059686219319701195,0,1,1,1,1,1,0.09324878454208374,0,1,0,0,0,0,0,505d9,3.229815721511841,4.664129257202148,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0.277983695268631,0,0,1,0.07,0,0,0,0.016840292140841484,0,0,0.017075272276997566,0,0,1,1,1,0,0.06671608239412308,0.0014825797406956553,1,0,0,0,0,0,505d9,2.749192237854004,5.151073932647705,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.1508771926164627,0,0.9473684430122375,1,0.06,0,0,1,0.008331944234669209,0,0,0.011664722114801407,0,0,1,1,1,1,0.17543859779834747,0,1,1,0,0,0,0,505d9,2.2823824882507324,4.979544639587402,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,1,1,0,1,0.023305999115109444,0,0,1,0.03,0,0,1,0.028682591393589973,0,0,0.028682591393589973,0,0,0,1,1,1,0,0,1,1,0,0,0,0,505d9,3.314549684524536,4.433478832244873,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.052401747554540634,0,0,1,0.08,0,0,0,0.03335431218147278,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,505d9,2.212660312652588,5.012821197509766,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.029927760362625122,0,0,1,0.14,0,0,0,0.03197259455919266,0,1,0.009135027416050434,0,0,0,1,1,0,0,0.008771929889917374,1,0,0,0,0,0,505d9,2.9561595916748047,5.306399345397949,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.8475689888000488,0,0,0,0.12,0,0,1,0,0,1,0.05425935983657837,0,1,1,1,1,1,0.27595269680023193,0.03942181169986725,0,0,0,0,0,0,505d11,4.303659439086914,2.3309736251831055,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,0,1,0,1,0.7493857741355896,0,0,0,0.06,0,0,1,0.5562742352485657,0,0,0.10996118932962418,0,0,0,1,1,0,0.018427519127726555,0,0,1,0,0,0,0,505d13,3.8066625595092773,2.8952977657318115,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0.1547619104385376,0,0,1,0.1,0,0,1,0.7526528835296631,0,0,0.01515917107462883,0,0,0,1,1,0,0.0942460298538208,0.009920635260641575,1,1,0,0,0,0,505d13,3.2638492584228516,3.651874303817749,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0.0669710785150528,0.020700152963399887,0.1592085212469101,1,0.04,1,0,1,0.0821683332324028,0,0,0.00328102707862854,0,0,0,1,1,0,0.07184170186519623,0,1,1,0,0,0,0,505d15,2.65675687789917,5.440364837646484,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0,0,0.8498250246047974,1,0.02,1,0,1,0.08191797137260437,0,0,0.004587406292557716,0,0,1,1,1,1,0.07636016607284546,0,1,1,1,0,0,0,505d15,2.685804605484009,5.367128372192383,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.04749409481883049,5.247966619208455e-4,1,1,0.04,0,0,0,0.10538795590400696,0,1,0.00428138580173254,0,0,1,1,0,0,0.11020729690790176,0,1,1,0,0,0,0,505d15,3.2794063091278076,4.966240406036377,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.2048417180776596,0,1,1,0.02,0,0,1,0.04896000027656555,0,1,0.04960000142455101,0,1,1,1,1,1,0.13035382330417633,0,1,1,1,0,0,0,505d15,2.644044876098633,4.740565776824951,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0,0,1,1,0.04,1,0,1,0,0,0,0.002592554083094001,0,0,0,1,1,0,0.19220209121704102,0.0054914881475269794,1,1,0,0,0,0,505d15,1.887069582939148,5.6200714111328125,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.09154714643955231,0,0,0,0,0,0,0,0.08767315745353699,0,1,0.017534630373120308,0,1,1,1,1,0,0.24839793145656586,0,0,0,1,0,0,0,505d15,1.1908875703811646,6.903796195983887,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.021459227427840233,0,0,1,0.03,0,0,1,0.043925873935222626,0,0,0.02539464645087719,1,0,1,1,1,0,0.17473942041397095,0,1,1,1,0,0,0,505d17,3.2216718196868896,4.175276756286621,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.16203026473522186,0,0,1,0.04,0,0,0,0.11149642616510391,0,1,0.018600251525640488,0,0,1,1,1,1,0.1215226948261261,9.760858956724405e-4,1,1,0,0,0,0,505d17,2.1270406246185303,5.498066425323486,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.11702127754688263,0,0.9707446694374084,1,0.02,1,0,0,0.05574595928192139,0,0,0.06469888985157013,0,0,0,1,1,0,0.020611701533198357,0,1,1,0,0,0,0,505d17,2.8063859939575195,5.2026448249816895,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,1,1,0.0323660708963871,0,0,1,0.04,0,0,1,0.025135869160294533,0,1,0.02961956523358822,0,0,0,1,1,0,0.0418526791036129,0,1,0,1,0,0,0,505d17,3.413125991821289,4.077961444854736,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.078125,0,0.046875,1,0.05,1,0,1,0.006310679484158754,0,0,0.006310679484158754,1,1,1,1,1,1,0.03750000149011612,0,1,1,1,0,0,0,505d21,3.3884499073028564,4.6824564933776855,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.0301204826682806,0,0,1,0.02,0,0,0,0.17587493360042572,1,0,0.01119204144924879,0,1,1,1,1,0,0.19317269325256348,0,0,0,0,0,0,0,505d21,2.580216884613037,5.239820957183838,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.03333333507180214,0,0,1,0.02,1,1,1,0.017307693138718605,0,0,0.008461538702249527,1,1,1,1,1,0,0,0,1,1,0,0,0,0,505d21,2.3418056964874268,5.759871959686279,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.13927575945854187,0,0,1,0.01,1,1,0,0.07242665439844131,1,0,0.011133997701108456,0,0,1,1,1,0,0.04818941652774811,0.06963787972927094,1,1,0,1,0,0,505d21,2.8861963748931885,5.299711227416992,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,0,0,1,0.04095563292503357,0,0,1,0.02,0,0,1,0.0715085044503212,0,0,0.0022381378803402185,0,0,1,1,1,1,0.3071672320365906,0,1,0,1,0,0,0,505d21,2.7874772548675537,4.502133369445801,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.0869145318865776,0.10864316672086716,0,1,0.12,0,0,0,0.0531943179666996,1,0,0.021703282371163368,0,1,1,1,1,0,0.024625783786177635,0,1,0,1,0,0,0,505d21,3.3024814128875732,5.026452541351318,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.009171076118946075,0,0,1,0.04,1,0,1,0.005203274544328451,0,1,0.008672124706208706,1,0,1,1,1,0,0.008818342350423336,0,1,1,0,0,0,0,505d23,4.01818323135376,3.9316139221191406,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,0,0,1,0.12342377007007599,0,0,1,0.02,0,0,0,0.15629401803016663,0,0,0.0052208504639565945,0,0,1,1,1,1,0,0,1,0,1,0,0,0,505d23,2.8454904556274414,5.024293422698975,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0.008710801601409912,0,0,1,0.05,1,0,0,0.03262707591056824,0,1,0.026260817423462868,0,0,1,1,0,0,0.19163763523101807,0.006533101201057434,1,0,0,0,0,0,505d23,2.248128890991211,5.490794658660889,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,1,1,0,1,0.062421973794698715,0,0,1,0.04,0,0,1,0.11193682998418808,0,1,0.006270320620387793,0,0,0,1,1,0,0.06891385465860367,0.00374531839042902,1,1,0,0,0,0,505d23,3.3364810943603516,4.958817481994629,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.19573795795440674,0,0.19573795795440674,1,0.01,1,0,1,0.02822287008166313,0,0,0.009650400839745998,0,0,0,1,1,0,0.31807419657707214,0,0,0,0,0,0,0,505d23,4.5020294189453125,2.6423778533935547,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
1,0,1,0,1,0.056179776787757874,0,0,1,0.02,0,0,1,0.012248123064637184,0,0,0.005926511250436306,0,0,1,1,1,0,0.016051365062594414,0,0,1,0,0,0,0,505d25,3.8509984016418457,2.583548069000244,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,1,1,0,1,0.43572986125946045,0,0,1,0.02,0,0,0,0.12096773833036423,0,0,0,0,0,1,0,1,0,0.13071896135807037,0,0,0,0,0,0,0,505d25,3.4068479537963867,2.7222020626068115,0,5,0.23400311172008514,0.4697664976119995,0.9119932055473328,2006,505,0
0,1,1,0,1,0.014025245793163776,0,0,0,0,0,0,0,8.721246849745512e-4,1,0,0,0,0,1,1,1,1,0.04698457196354866,0.11290322244167328,1,0,0,0,0,0,507d1,2.7311155796051025,4.531513214111328,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.08161582797765732,0,0,1,0.06,0,0,1,0.4280596375465393,0,0,0.04550736024975777,1,1,1,1,1,0,0.12943115830421448,0,1,1,0,0,0,0,507d3,3.68912935256958,4.104869842529297,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0,0.0013376136776059866,0.5090957880020142,1,0.06,0,0,0,0.07090522348880768,1,0,0,0,1,1,1,1,1,0,0.06046013906598091,1,1,0,0,0,0,507d5,1.9823799133300781,6.243926048278809,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,0,0,0,1,0,0,0.8821852803230286,1,0.12,1,0,0,0.12487836182117462,0,0,0.01394745334982872,1,0,0,1,1,0,0,0.008551068603992462,0,0,0,0,0,0,507d5,2.2793164253234863,5.372754096984863,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0,0,0.03102409653365612,1,0.15,1,0,1,0.13966479897499084,0,0,0,0,0,1,1,1,0,0,0.11807228624820709,0,0,0,0,0,0,507d5,3.635742425918579,4.471977710723877,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0,0.004190919455140829,0.041909195482730865,1,0.12,1,1,0,0.1618293821811676,0,0,0.01127838995307684,0,0,0,1,1,1,0.03189755603671074,0.022118743509054184,1,0,1,0,0,0,507d5,3.6117284297943115,4.753478527069092,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.007071547210216522,0.017054907977581024,0.0029118135571479797,1,0.02,0,0,1,0.15262171626091003,1,0,0.0314190611243248,0,0,0,1,1,0,0.19592346251010895,4.1597336530685425e-4,1,1,0,0,0,0,507d5,3.1354942321777344,4.649394989013672,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.03903345763683319,0,0,1,0.1,0,0,1,0.007003546226769686,1,1,0.011081560514867306,0,0,0,1,0,0,0.08029739558696747,0,1,0,1,0,0,0,507d5,2.6532418727874756,5.244054317474365,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.029802221804857254,0,0.08805201947689056,1,0.12,1,1,1,0.16136319935321808,0,0,0.016136320307850838,0,0,1,1,1,0,0,0.12191817909479141,0,1,0,0,0,0,507d5,4.143134593963623,4.0705180168151855,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.03218390792608261,0.06896551698446274,0.9080459475517273,1,0.12,1,0,1,0.0784875750541687,0,0,0.057057056576013565,0,0,1,1,1,0,0.17931035161018372,0,1,0,0,0,0,0,507d7,3.418382167816162,4.043258190155029,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,0,1,0,1,0.05576208233833313,0.03020446188747883,0.7109665274620056,1,0.06,1,0,0,0.23575441539287567,0,0,0.05266853794455528,0,0,1,1,1,0,0.4414498209953308,0.005576208233833313,1,1,1,0,0,0,507d7,3.440418004989624,4.233734607696533,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
0,1,1,0,1,0.16577540338039398,0,0.8716577291488647,1,0.04,1,0,0,0.3668261468410492,1,0,0.08413077890872955,0,0,0,1,1,0,0.33511584997177124,0,1,0,0,0,0,0,507d7,3.860097885131836,3.1627702713012695,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
0,1,1,0,1,0.06485848873853683,0,0.9021226167678833,1,0.03,0,0,1,0.023543260991573334,0,0,0.00809299573302269,0,0,1,1,1,0,0.041273586452007294,0,1,0,0,1,0,0,507d9,3.9380805492401123,3.4979472160339355,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.01369237806648016,0,0.7690552473068237,1,0.03,0,0,1,0.08710801601409912,0,0,0.011033682152628899,0,0,0,1,1,0,0.04472843557596207,0,1,1,0,0,0,0,507d9,3.451573610305786,4.240540027618408,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.0185546875,0,0.26953125,1,0.03,0,0,0,0.04419998079538345,1,0,0.005893330555409193,0,0,0,1,1,0,0.05859375,0,1,1,0,0,0,0,507d9,3.554776430130005,4.069842338562012,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.02658003568649292,0.007088009268045425,0.20555227994918823,1,0.05,0,0,0,0.0998801440000534,1,0,0.04661073535680771,0,0,1,1,1,0,0.3839338421821594,0,1,1,0,0,0,0,507d9,3.0096352100372314,4.424622058868408,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.0077429343946278095,0,1,1,0.05,0,0,1,0.046247463673353195,0,0,0.01257606502622366,0,0,0,1,1,0,0.06581494212150574,0,1,0,0,0,0,0,507d9,3.3541057109832764,4.502601146697998,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
0,0,1,0,0,0.8330404162406921,0,0,0,0.08,0,0,1,0.15272244811058044,1,1,0.1416555941104889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,507d11,4.817859172821045,1.526021122932434,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.05655527114868164,0,0,1,0.06,1,0,1,0.012820512987673283,0,0,0.0051282052882015705,0,0,1,1,1,0,0.01799485832452774,0,0,1,0,0,0,0,507d13,3.7878193855285645,4.478344917297363,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.021377012133598328,0,0,0,0.1,0,0,1,0.03361344709992409,0,1,0.0040216087363660336,0,0,1,1,1,0,0.08883953094482422,0,0,1,0,0,0,0,507d13,3.332918643951416,4.856326103210449,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.04486671835184097,0,0,1,0.05,0,0,1,0.03916914016008377,0,0,0.019584570080041885,0,0,1,1,1,1,0.0475059375166893,0,0,1,1,1,0,0,507d13,3.3721117973327637,4.867745399475098,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.021164020523428917,0,0,1,0.03,0,0,1,0.02940470539033413,0,0,0.005220835562795401,1,0,0,1,1,0,0.0317460335791111,0,0,1,0,1,0,0,507d13,3.2208738327026367,5.016605377197266,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.014492753893136978,0,0,0,0.1,0,0,1,0.012099644169211388,0,0,0.008612100034952164,0,0,1,1,1,1,0.21050724387168884,0,1,1,1,1,0,0,507d13,3.441058874130249,4.481926918029785,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.1854577511548996,0,0,1,0.08,0,0,1,0.12517759203910828,0,1,0.003738876897841692,0,0,1,1,1,0,0.03355902433395386,0,0,1,0,0,0,0,507d13,3.8617818355560303,4.268866062164307,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.0018773466581478715,0,0.6708385348320007,0,0.05,0,0,0,1,1,0,0.10226230323314667,0,0,0,1,1,0,0.38485607504844666,0,1,1,0,0,0,0,507d15,4.703022480010986,2.673485517501831,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,1,0,1,0.15885765850543976,0,0,1,0.1,0,0,0,0.04981451854109764,0,0,0.10174880921840668,0,0,1,1,1,0,0.017402945086359978,0,1,1,0,0,0,0,507d15,2.624668598175049,5.090008735656738,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,0,1,0,1,0.4059829115867615,0.21367521584033966,0.7008547186851501,1,0.03,0,0,0,0.9433304071426392,0,0,0.04184829816222191,0,0,1,1,0,0,0,0.10683760792016983,0,0,0,0,0,0,507d15,4.646312236785889,0.8090090751647949,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0,0,0,1,0.08,0,0,1,0.02025134675204754,0,0,0.0031597844790667295,0,0,1,1,0,1,0.02022401988506317,0,0,1,1,0,0,0,507d15,3.891820192337036,4.183451175689697,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0,0,0.933993399143219,1,0.04,0,0,0,0.1501295566558838,0,0,0.01219326350837946,1,0,0,1,1,0,0,0,1,0,0,0,0,0,507d15,1.9782390594482422,5.344931602478027,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.008474576286971569,0,0,1,0.09,0,0,0,0.10845012962818146,0,0,0.04422370344400406,0,0,1,1,1,0,0.2992584705352783,0.031779661774635315,1,1,0,0,0,0,507d17,4.116269111633301,3.427004098892212,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.06675567477941513,0.055629730224609375,0,1,0.1,1,0,0,0.02486572600901127,0,1,0.005172071047127247,0,0,1,1,1,1,0.2225189208984375,0,1,1,1,1,0,0,507d17,2.1701958179473877,5.547155380249023,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.12173086404800415,0,0,1,0.19,0,0,0,0.02831120416522026,0,0,0.03390760347247124,1,0,0,1,1,0,0.14217783510684967,0.029957203194499016,1,1,1,1,0,0,507d17,2.110213279724121,5.54090690612793,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,1,0,0,1,0.025612879544496536,0,0,1,0.1,0,0,1,0.005723880138248205,0,1,0.0039685568772256374,0,0,1,1,1,0,0.04756677523255348,0,1,0,0,0,0,0,507d17,2.8419981002807617,5.071156978607178,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
1,0,0,0,1,0.015330704860389233,0,0,1,0.3,0,0,0,0.07457570731639862,0,0,0.0028193930629640818,0,1,1,1,1,0,0.3416557013988495,0,1,1,0,0,0,0,507d17,3.3261146545410156,5.100278377532959,0,5,0.3653728663921356,0.6554198861122131,1.1022316217422485,2006,507,0
