state,distnum,distid,party,yearel,origvote,totvote,highestvote,sechighestvote,officeexp
21,14,138,100,1984,82756,218723,135967,82756,0
21,14,138,200,1984,135967,218723,135967,82756,0
21,14,138,100,1986,70293,147581,77288,70293,0
21,14,138,200,1986,77288,147581,77288,70293,0
21,14,138,200,1988,161146,218628,161146,NA,1
21,14,138,200,1990,112383,167975,112383,NA,2
21,14,138,100,1992,75294,230565,155271,75294,0
21,14,138,200,1992,155271,230565,155271,75294,3
21,14,138,100,1994,33891,144095,110204,33891,0
21,14,138,200,1994,110204,144095,110204,33891,4
21,14,138,100,1996,74332,208764,134432,74332,0
21,14,138,200,1996,134432,208764,134432,74332,5
21,14,138,100,1998,50844,168148,117304,50844,0
21,14,138,200,1998,117304,168148,117304,50844,6
21,15,139,100,1946,27667,77562,49895,27667,0
21,15,139,200,1946,49895,77562,49895,27667,0
21,15,139,100,1948,57296,131509,74213,57296,0
21,15,139,200,1948,74213,131509,74213,57296,1
21,15,139,100,1950,47633,129788,82155,47633,0
21,15,139,200,1950,82155,129788,82155,47633,2
21,15,139,100,1952,59050,162448,103398,59050,0
21,15,139,200,1952,103398,162448,103398,59050,3
21,15,139,100,1954,42934,115510,72576,42934,0
21,15,139,200,1954,72576,115510,72576,42934,4
21,15,139,100,1956,56802,160359,103557,56802,0
21,15,139,200,1956,103557,160359,103557,56802,5
21,15,139,100,1958,53196,112025,58829,53196,0
21,15,139,200,1958,58829,112025,58829,53196,6
21,15,139,100,1960,92301,186287,93986,92301,0
21,15,139,200,1960,93986,186287,93986,92301,7
21,15,139,100,1962,49444,128973,77718,49444,0
21,15,139,200,1962,77718,128973,77718,49444,0
21,15,139,100,1964,73741,177450,103709,73741,0
21,15,139,200,1964,103709,177450,103709,73741,1
21,15,139,100,1966,39123,141141,102018,39123,0
21,15,139,200,1966,102018,141141,102018,39123,2
21,15,139,100,1968,55291,176723,121432,55291,0
21,15,139,200,1968,121432,176723,121432,55291,3
21,15,139,100,1970,43014,138236,95222,43014,0
21,15,139,200,1970,95222,138236,95222,43014,4
21,15,139,100,1972,82925,193947,111022,82925,0
21,15,139,200,1972,111022,193947,111022,82925,13
21,15,139,100,1974,61912,119007,61912,54278,0
21,15,139,200,1974,54278,119007,61912,54278,0
21,15,139,100,1976,87676,190231,102555,87676,1
21,15,139,200,1976,102555,190231,102555,87676,0
21,15,139,100,1978,48756,129612,80856,48756,1
21,15,139,200,1978,80856,129612,80856,48756,1
21,15,139,100,1980,45721,196619,150898,45721,0
21,15,139,200,1980,150898,196619,150898,45721,2
21,15,139,100,1982,53303,158341,105038,53303,1
21,15,139,200,1982,105038,158341,105038,53303,5
21,15,139,100,1984,54516,203612,149096,54516,0
21,15,139,200,1984,149096,203612,149096,54516,6
21,15,139,200,1986,115284,115284,115284,NA,7
21,15,139,100,1988,55260,195431,140171,55260,0
21,15,139,200,1988,140171,195431,140171,55260,8
21,15,139,200,1990,119812,119822,119812,10,9
21,15,139,100,1992,97190,239357,142167,97190,0
21,15,139,200,1992,142167,239357,142167,97190,0
21,15,139,100,1994,50874,159731,108857,50874,0
21,15,139,200,1994,108857,159731,108857,50874,1
21,15,139,100,1996,90065,211084,121019,90065,0
21,15,139,200,1996,121019,211084,121019,90065,2
21,15,139,100,1998,65054,169309,104255,65054,0
21,15,139,200,1998,104255,169309,104255,65054,3
21,16,140,100,1946,31091,95625,64534,31091,0
21,16,140,200,1946,64534,95625,64534,31091,0
21,16,140,100,1948,54481,131321,76840,54481,0
21,16,140,200,1948,76840,131321,76840,54481,1
21,16,140,100,1950,39944,122134,82190,39944,0
21,16,140,200,1950,82190,122134,82190,39944,2
21,16,140,100,1952,55399,165581,110182,55399,0
21,16,140,200,1952,110182,165581,110182,55399,3
21,16,140,200,1954,77557,77557,77557,NA,4
21,16,140,100,1956,60748,167482,106734,60748,0
21,16,140,200,1956,106734,167482,106734,60748,5
21,16,140,100,1958,44723,115772,71049,44723,0
21,16,140,200,1958,71049,115772,71049,44723,6
21,16,140,100,1960,69944,185637,115693,69944,0
21,16,140,200,1960,115693,185637,115693,69944,0
21,16,140,100,1962,38853,117447,78594,38853,0
21,16,140,200,1962,78594,117447,78594,38853,1
21,16,140,100,1964,71992,165043,93051,71992,0
21,16,140,200,1964,93051,165043,93051,71992,2
21,16,140,200,1966,89990,123264,89990,NA,3
21,16,140,100,1968,53838,164875,111037,53838,0
21,16,140,200,1968,111037,164875,111037,53838,4
21,16,140,100,1970,41459,124755,83296,41459,0
21,16,140,200,1970,83296,124755,83296,41459,5
21,16,140,100,1972,50649,180289,129640,50649,0
21,16,140,200,1972,129640,180289,129640,50649,6
21,16,140,100,1974,33724,117479,65175,33724,0
21,16,140,200,1974,65175,117479,65175,33724,7
21,16,140,100,1976,54002,168326,114324,54002,0
21,16,140,200,1976,114324,168326,114324,54002,8
21,16,140,100,1978,40471,117293,40471,70,0
21,16,140,100,1980,64224,197129,132905,64224,0
21,16,140,200,1980,132905,197129,132905,64224,0
21,16,140,100,1982,66877,156282,89405,66877,0
21,16,140,200,1982,89405,156282,89405,66877,1
21,16,140,100,1984,90850,218534,127684,90850,0
21,16,140,200,1984,127684,218534,127684,90850,2
21,16,140,100,1986,46087,139069,92982,46087,0
21,16,140,200,1986,92982,139069,92982,46087,3
21,16,140,100,1988,72431,200796,128365,72431,0
21,16,140,200,1988,128365,200796,128365,72431,4
21,16,140,100,1990,83061,152166,83061,69105,0
21,16,140,200,1990,69105,152166,83061,69105,0
21,16,140,100,1992,113555,255943,142388,113555,1
21,16,140,200,1992,142388,255943,142388,113555,0
21,16,140,100,1994,48736,165974,117238,48736,0
21,16,140,200,1994,117238,165974,117238,48736,1
21,16,140,100,1996,90575,228098,137523,90575,0
21,16,140,200,1996,137523,228098,137523,90575,2
21,16,140,200,1998,143686,143686,143686,NA,3
21,17,141,100,1946,18617,64586,45969,18617,0
21,17,141,200,1946,45969,64586,45969,18617,0
21,17,141,100,1948,42226,113446,71220,42226,0
21,17,141,200,1948,71220,113446,71220,42226,1
21,17,141,100,1950,37096,111739,74643,37096,0
21,17,141,200,1950,74643,111739,74643,37096,2
21,17,141,100,1952,60112,165154,105042,60112,0
21,17,141,200,1952,105042,165154,105042,60112,3
21,17,141,200,1954,79044,121644,79044,NA,4
21,17,141,100,1956,57467,163930,106463,57467,0
21,17,141,200,1956,106463,163930,106463,57467,5
21,17,141,100,1958,44821,114946,70125,44821,0
21,17,141,200,1958,70125,114946,70125,44821,6
21,17,141,100,1960,68020,175916,107896,68020,0
21,17,141,200,1960,107896,175916,107896,68020,7
21,17,141,100,1962,52592,140204,87612,52592,0
21,17,141,200,1962,87612,140204,87612,52592,8
21,17,141,100,1964,74261,170470,96209,74261,0
21,17,141,200,1964,96209,170470,96209,74261,9
21,17,141,100,1966,50350,154590,104240,50350,0
21,17,141,200,1966,104240,154590,104240,50350,10
21,17,141,100,1968,65192,187705,122513,65192,0
21,17,141,200,1968,122513,187705,122513,65192,11
21,17,141,100,1970,56340,149257,92917,56340,0
21,17,141,200,1970,92917,149257,92917,56340,12
21,17,141,100,1972,79840,180015,100175,79840,0
21,17,141,200,1972,100175,180015,100175,79840,0
21,17,141,100,1974,56541,116525,59984,56541,0
21,17,141,200,1974,59984,116525,59984,56541,0
21,17,141,100,1976,81220,194365,113145,81220,0
21,17,141,200,1976,113145,194365,113145,81220,1
21,17,141,100,1978,39260,133635,94375,39260,0
21,17,141,200,1978,94375,133635,94375,39260,2
21,17,141,100,1980,65305,191111,125806,65305,0
21,17,141,200,1980,125806,191111,125806,65305,3
21,17,141,100,1982,94483,178830,94483,84347,0
21,17,141,200,1982,84347,178830,94483,84347,0
21,17,141,100,1984,128273,226342,128273,98069,1
21,17,141,200,1984,98069,226342,128273,98069,0
21,17,141,100,1986,85442,153543,85442,68101,2
21,17,141,200,1986,68101,153543,85442,68101,0
21,17,141,100,1988,132130,203690,132130,71560,3
21,17,141,200,1988,71560,203690,132130,71560,0
21,17,141,100,1990,102062,153442,102062,51380,4
21,17,141,200,1990,51380,153442,102062,51380,0
21,17,141,100,1992,156233,259952,156233,103719,5
21,17,141,200,1992,103719,259952,156233,103719,0
21,17,141,100,1994,95312,174783,95312,79471,6
21,17,141,200,1994,79471,174783,95312,79471,10
21,17,141,100,1996,120008,231173,120008,109240,7
21,17,141,200,1996,109240,231173,120008,109240,0
21,17,141,100,1998,100128,194200,100128,94072,8
21,17,141,200,1998,94072,194200,100128,94072,0
21,18,142,100,1946,30305,86842,56537,30305,0
21,18,142,200,1946,56537,86842,56537,30305,0
21,18,142,100,1948,56688,118340,61652,56688,0
21,18,142,200,1948,61652,118340,61652,56688,0
21,18,142,100,1950,45214,117713,72499,45214,0
21,18,142,200,1950,72499,117713,72499,45214,1
21,18,142,100,1952,67905,151611,83706,67905,0
21,18,142,200,1952,83706,151611,83706,67905,2
21,18,142,100,1954,44408,104371,59963,44408,0
21,18,142,200,1954,59963,104371,59963,44408,3
21,18,142,100,1956,61099,148286,87187,61099,0
21,18,142,200,1956,87187,148286,87187,61099,0
21,18,142,100,1958,39464,97393,57929,39464,0
21,18,142,200,1958,57929,97393,57929,39464,1
21,18,142,100,1960,64885,159273,94388,64885,0
21,18,142,200,1960,94388,159273,94388,64885,2
21,18,142,100,1962,48177,124134,75957,48177,0
21,18,142,200,1962,75957,124134,75957,48177,3
21,18,142,100,1964,77711,168884,91173,77711,0
21,18,142,200,1964,91173,168884,91173,77711,4
21,18,142,100,1966,57100,137393,80293,57100,0
21,18,142,200,1966,80293,137393,80293,57100,5
21,18,142,100,1968,68173,174295,106122,68173,0
21,18,142,200,1968,106122,174295,106122,68173,6
21,18,142,100,1970,43601,128465,84864,43601,0
21,18,142,200,1970,84864,128465,84864,43601,7
21,18,142,100,1972,67514,191921,124407,67514,0
21,18,142,200,1972,124407,191921,124407,67514,0
21,18,142,100,1974,59225,130906,71681,59225,0
21,18,142,200,1974,71681,130906,71681,59225,8
21,18,142,100,1976,79102,187130,108028,79102,0
21,18,142,200,1976,108028,187130,108028,79102,9
21,18,142,100,1978,44527,130500,85973,44527,0
21,18,142,200,1978,85973,130500,85973,44527,10
21,18,142,100,1980,76471,202032,125561,76471,0
21,18,142,200,1980,125561,202032,125561,76471,11
21,18,142,100,1982,91281,188687,97406,91281,0
21,18,142,200,1982,97406,188687,97406,91281,12
21,18,142,100,1984,86884,223067,136183,86884,0
21,18,142,200,1984,136183,223067,136183,86884,13
21,18,142,100,1986,56331,150639,94308,56331,0
21,18,142,200,1986,94308,150639,94308,56331,14
21,18,142,100,1988,94763,209221,114458,94763,0
21,18,142,200,1988,114458,209221,114458,94763,15
21,18,142,200,1990,105693,107370,105693,1524,16
21,18,142,100,1992,114413,270946,156533,114413,0
21,18,142,200,1992,156533,270946,156533,114413,17
21,18,142,100,1994,78332,198170,119838,78332,0
21,18,142,200,1994,119838,198170,119838,78332,0
21,18,142,100,1996,98413,241523,143110,98413,0
21,18,142,200,1996,143110,241523,143110,98413,1
21,18,142,200,1998,158175,158175,158175,NA,2
21,19,143,100,1946,38485,102548,64063,38485,0
21,19,143,200,1946,64063,102548,64063,38485,0
21,19,143,100,1948,59397,129130,69733,59397,0
21,19,143,200,1948,69733,129130,69733,59397,1
21,19,143,100,1950,48286,117665,69379,48286,0
21,19,143,200,1950,69379,117665,69379,48286,2
21,19,143,100,1952,60619,154760,94141,60619,0
21,19,143,200,1952,94141,154760,94141,60619,3
21,19,143,100,1954,49876,114648,64772,49876,0
21,19,143,200,1954,64772,114648,64772,49876,4
21,19,143,100,1956,67691,153188,85497,67691,0
21,19,143,200,1956,85497,153188,85497,67691,5
21,19,143,100,1958,51104,103153,52049,51104,0
21,19,143,200,1958,52049,103153,52049,51104,6
21,19,143,100,1960,80700,163322,82622,80700,0
21,19,143,200,1960,82622,163322,82622,80700,7
21,19,143,100,1962,52482,119029,66547,52482,0
21,19,143,200,1962,66547,119029,66547,52482,0
21,19,143,100,1964,81800,156090,81800,74290,0
21,19,143,200,1964,74290,156090,81800,74290,1
21,19,143,100,1966,71050,148945,77895,71050,1
21,19,143,200,1966,77895,148945,77895,71050,0
21,19,143,100,1968,66135,181083,114948,66135,0
21,19,143,200,1968,114948,181083,114948,66135,1
21,19,143,100,1970,43094,135341,92247,43094,0
21,19,143,200,1970,92247,135341,92247,43094,2
21,19,143,200,1972,138123,138123,138123,NA,3
21,19,143,100,1974,44677,128726,84049,44677,0
21,19,143,200,1974,84049,128726,84049,44677,4
21,19,143,100,1976,60967,193538,132571,60967,0
21,19,143,200,1976,132571,193538,132571,60967,5
21,19,143,200,1978,89770,89770,89770,NA,6
21,19,143,100,1980,51753,194369,142616,51753,0
21,19,143,200,1980,142616,194369,142616,51753,7
21,19,143,100,1982,87231,182064,94833,87231,0
21,19,143,200,1982,94833,182064,94833,87231,2
21,19,143,100,1984,117634,225097,117634,107463,0
21,19,143,200,1984,107463,225097,117634,107463,3
21,19,143,100,1986,111105,167291,111105,56186,1
21,19,143,200,1986,56186,167291,111105,56186,0
21,19,143,100,1988,132889,206870,132889,73981,2
21,19,143,200,1988,73981,206870,132889,73981,0
21,19,143,100,1990,113958,171888,113958,55680,3
21,19,143,200,1990,55680,171888,113958,55680,0
21,19,143,100,1992,187156,270682,187156,83526,2
21,19,143,200,1992,83526,270682,187156,83526,0
21,19,143,100,1994,115045,197040,115045,NA,3
21,19,143,100,1996,158668,237955,158668,2269,4
21,19,143,100,1998,122430,210044,122430,NA,0
21,20,144,100,1946,24508,59431,34923,24508,0
21,20,144,200,1946,34923,59431,34923,24508,0
21,20,144,100,1948,52235,111302,59067,52235,0
21,20,144,200,1948,59067,111302,59067,52235,1
21,20,144,100,1950,42647,104785,62138,42647,0
21,20,144,200,1950,62138,104785,62138,42647,2
21,20,144,100,1952,52586,137580,84994,52586,0
21,20,144,200,1952,84994,137580,84994,52586,3
21,20,144,100,1954,40165,108269,68104,40165,0
21,20,144,200,1954,68104,108269,68104,40165,4
21,20,144,100,1956,53882,133523,79641,53882,0
21,20,144,200,1956,79641,133523,79641,53882,5
21,20,144,100,1958,46076,103488,57412,46076,0
21,20,144,200,1958,57412,103488,57412,46076,6
21,20,144,100,1960,61790,139076,77286,61790,0
21,20,144,200,1960,77286,139076,77286,61790,0
21,20,144,100,1962,89522,190080,100558,89522,7
21,20,144,200,1962,100558,190080,100558,89522,1
21,20,144,100,1964,98256,217440,119184,98256,0
21,20,144,200,1964,119184,217440,119184,98256,2
21,20,144,200,1966,102609,164952,102609,NA,3
21,20,144,100,1968,63412,187533,124121,63412,0
21,20,144,200,1968,124121,187533,124121,63412,4
21,20,144,100,1970,49727,153212,103485,49727,0
21,20,144,200,1970,103485,153212,103485,49727,5
21,20,144,100,1972,67445,215864,148419,67445,0
21,20,144,200,1972,148419,215864,148419,67445,6
21,20,144,100,1974,69551,153977,84426,69551,7
21,20,144,200,1974,84426,153977,84426,69551,7
21,20,144,100,1976,78634,215857,137223,78634,7
21,20,144,200,1976,137223,215857,137223,78634,8
21,20,144,100,1978,48426,159480,111054,48426,0
21,20,144,200,1978,111054,159480,111054,48426,9
21,20,144,100,1980,96950,220377,123427,96950,0
21,20,144,200,1980,123427,220377,123427,96950,10
21,20,144,100,1982,100758,200106,100758,99348,0
21,20,144,200,1982,99348,200106,100758,99348,11
21,20,144,100,1984,145092,236820,145092,91728,1
21,20,144,200,1984,91728,236820,145092,91728,0
21,20,144,100,1986,126556,185847,126556,59291,2
21,20,144,200,1986,59291,185847,126556,59291,0
21,20,144,100,1988,153341,222644,153341,69303,3
21,20,144,200,1988,69303,222644,153341,69303,0
21,20,144,100,1990,130114,196547,130114,66433,4
21,20,144,200,1990,66433,196547,130114,66433,0
21,20,144,100,1992,154869,274088,154869,119219,5
21,20,144,200,1992,119219,274088,154869,119219,0
21,20,144,100,1994,108034,196998,108034,88964,6
21,20,144,200,1994,88964,196998,108034,88964,0
21,20,144,100,1996,119688,240614,120926,119688,0
21,20,144,200,1996,120926,240614,120926,119688,0
21,20,144,100,1998,76475,197578,121103,76475,0
21,20,144,200,1998,121103,197578,121103,76475,1
21,21,145,100,1946,45293,100902,55609,45293,0
21,21,145,200,1946,55609,100902,55609,45293,0
21,21,145,100,1948,69619,131071,69619,61452,0
21,21,145,200,1948,61452,131071,69619,61452,0
21,21,145,100,1950,67704,128234,67704,60530,1
21,21,145,200,1950,60530,128234,67704,60530,0
21,21,145,100,1952,94026,179274,94026,85248,2
21,21,145,200,1952,85248,179274,94026,85248,3
21,21,145,100,1954,83501,152425,83501,68924,3
21,21,145,200,1954,68924,152425,83501,68924,3
21,21,145,100,1956,94565,176816,94565,82251,4
21,21,145,200,1956,82251,176816,94565,82251,0
21,21,145,100,1958,87134,148271,87134,61137,5
21,21,145,200,1958,61137,148271,87134,61137,0
21,21,145,100,1960,102154,186625,102154,NA,6
21,21,145,100,1962,96971,161658,96971,64687,4
21,21,145,200,1962,64687,161658,96971,64687,0
21,21,145,100,1964,117701,181132,117701,63431,5
21,21,145,200,1964,63431,181132,117701,63431,0
21,21,145,100,1966,103128,183510,103128,80382,6
21,21,145,200,1966,80382,183510,103128,80382,0
21,21,145,100,1968,111425,205788,111425,94363,7
21,21,145,200,1968,94363,205788,111425,94363,0
21,21,145,100,1970,110374,176647,110374,66273,8
21,21,145,200,1970,66273,176647,110374,66273,0
21,21,145,100,1972,82523,182489,99966,82523,0
21,21,145,200,1972,99966,182489,99966,82523,0
21,21,145,100,1974,40896,119536,78640,40896,0
21,21,145,200,1974,78640,119536,78640,40896,1
21,21,145,100,1976,46996,184033,137037,46996,0
21,21,145,200,1976,137037,184033,137037,46996,2
21,21,145,100,1978,27054,124527,97473,27054,0
21,21,145,200,1978,97473,124527,97473,27054,3
21,21,145,100,1980,63476,195662,132186,63476,0
21,21,145,200,1980,132186,195662,132186,63476,4
21,21,145,100,1982,89500,140608,89500,46764,18
21,21,145,200,1982,46764,140608,89500,46764,0
21,21,145,100,1984,127046,211194,127046,84148,19
21,21,145,200,1984,84148,211194,127046,84148,0
21,21,145,100,1986,65722,130501,65722,64779,20
21,21,145,200,1986,64779,130501,65722,64779,0
21,21,145,100,1988,105836,201221,105836,95385,0
21,21,145,200,1988,95385,201221,105836,95385,0
21,21,145,100,1990,95208,144157,95208,48949,1
21,21,145,200,1990,48949,144157,95208,48949,0
21,22,146,100,1946,69669,137334,69669,67665,0
21,22,146,200,1946,67665,137334,69669,67665,0
21,22,146,100,1948,56893,121518,64625,56893,0
21,22,146,200,1948,64625,121518,64625,56893,1
21,22,146,100,1950,43795,111463,67668,43795,0
21,22,146,200,1950,67668,111463,67668,43795,0
21,22,146,100,1952,54576,147427,92851,54576,0
21,22,146,200,1952,92851,147427,92851,54576,1
21,22,146,100,1954,40873,107670,66797,40873,0
21,22,146,200,1954,66797,107670,66797,40873,2
21,22,146,200,1956,93399,150011,93399,NA,3
21,22,146,100,1958,42533,107613,65080,42533,0
21,22,146,200,1958,65080,107613,65080,42533,4
21,22,146,100,1960,61837,160275,98438,61837,0
21,22,146,200,1960,98438,160275,98438,61837,5
21,22,146,200,1962,70870,118615,70870,NA,6
21,22,146,100,1964,71875,152770,80895,71875,0
21,22,146,200,1964,80895,152770,80895,71875,7
21,22,146,100,1966,55818,152271,96453,55818,0
21,22,146,200,1966,96453,152271,96453,55818,8
21,22,146,100,1968,63957,179215,115258,63957,0
21,22,146,200,1968,115258,179215,115258,63957,9
21,22,146,100,1970,57781,140912,83131,57781,0
21,22,146,200,1970,83131,140912,83131,57781,10
21,22,146,100,1972,124589,220368,124589,90390,7
21,22,146,200,1972,90390,220368,124589,90390,0
21,22,146,100,1974,97921,163652,97921,NA,8
21,22,146,100,1976,129187,210289,129187,81102,9
21,22,146,200,1976,81102,210289,129187,81102,0
21,22,146,100,1978,73331,159382,86051,73331,0
21,22,146,200,1978,86051,159382,86051,73331,0
21,22,146,100,1980,66065,212079,146014,66065,0
21,22,146,200,1980,146014,212079,146014,66065,1
21,22,146,100,1982,123693,186972,123693,63279,4
21,22,146,200,1982,63279,186972,123693,63279,0
21,22,146,100,1984,116952,232727,116952,115775,10
21,22,146,200,1984,115775,232727,116952,115775,0
21,22,146,100,1986,97585,183318,97585,85733,11
21,22,146,200,1986,85733,183318,97585,85733,0
21,22,146,100,1988,139392,214854,139392,75462,0
21,22,146,200,1988,75462,214854,139392,75462,0
21,22,146,100,1990,138425,165321,138425,NA,1
21,23,147,100,1946,42237,93677,51440,42237,0
21,23,147,200,1946,51440,93677,51440,42237,0
21,23,147,100,1948,53885,111685,57800,53885,0
21,23,147,200,1948,57800,111685,57800,53885,1
21,23,147,100,1950,50143,113812,63669,50143,0
21,23,147,200,1950,63669,113812,63669,50143,2
21,23,147,100,1952,65442,154870,89428,65442,0
21,23,147,200,1952,89428,154870,89428,65442,3
21,23,147,100,1954,61493,130672,69179,61493,0
21,23,147,200,1954,69179,130672,69179,61493,4
21,23,147,100,1956,72070,151932,79862,72070,0
21,23,147,200,1956,79862,151932,79862,72070,5
21,23,147,100,1958,65114,130041,65114,64927,0
21,23,147,200,1958,64927,130041,65114,64927,6
21,23,147,100,1960,80718,156527,80718,75809,1
21,23,147,200,1960,75809,156527,80718,75809,0
21,23,147,100,1962,99133,191695,99133,92562,2
21,23,147,200,1962,92562,191695,99133,92562,3
21,23,147,100,1964,119447,218943,119447,99496,3
21,23,147,200,1964,99496,218943,119447,99496,0
21,23,147,100,1966,95156,168619,95156,73463,4
21,23,147,200,1966,73463,168619,95156,73463,0
21,23,147,100,1968,104349,193294,104349,88945,5
21,23,147,200,1968,88945,193294,104349,88945,0
21,23,147,100,1970,91158,168920,91158,77762,6
21,23,147,200,1970,77762,168920,91158,77762,0
21,23,147,100,1972,121682,162110,121682,40428,13
21,23,147,200,1972,40428,162110,121682,40428,0
21,23,147,100,1974,78347,97334,78347,18987,14
21,23,147,200,1974,18987,97334,78347,18987,0
21,23,147,100,1976,128113,162938,128113,34825,15
21,23,147,200,1976,34825,162938,128113,34825,0
21,23,147,100,1978,74247,100105,74247,25858,16
21,23,147,200,1978,25858,100105,74247,25858,0
21,23,147,100,1980,107786,167430,107786,59644,17
21,23,147,200,1980,59644,167430,107786,59644,0
21,24,148,100,1946,26483,64392,37909,26483,0
21,24,148,200,1946,37909,64392,37909,26483,0
21,24,148,100,1948,56262,113994,57732,56262,0
21,24,148,200,1948,57732,113994,57732,56262,1
21,24,148,100,1950,50638,113330,62692,50638,0
21,24,148,200,1950,62692,113330,62692,50638,2
21,24,148,100,1952,117408,181186,117408,63778,3
21,24,148,200,1952,63778,181186,117408,63778,0
21,24,148,100,1954,90482,130840,90482,40358,4
21,24,148,200,1954,40358,130840,90482,40358,0
21,24,148,100,1956,121381,177949,121381,56568,5
21,24,148,200,1956,56568,177949,121381,56568,0
21,24,148,100,1958,94231,123901,94231,29670,6
21,24,148,200,1958,29670,123901,94231,29670,0
21,24,148,100,1960,144560,200180,144560,55620,7
21,24,148,200,1960,55620,200180,144560,55620,0
21,24,148,100,1962,95522,129515,95522,33993,8
21,24,148,200,1962,33993,129515,95522,33993,0
21,24,148,100,1964,144743,191162,144743,46419,9
21,24,148,200,1964,46419,191162,144743,46419,0
21,24,148,100,1966,82513,115428,82513,32915,10
21,24,148,200,1966,32915,115428,82513,32915,0
21,24,148,100,1968,113507,159156,113507,45649,11
21,24,148,200,1968,45649,159156,113507,45649,0
21,24,148,100,1970,88637,119421,88637,30784,12
21,24,148,200,1970,30784,119421,88637,30784,0
21,24,148,100,1972,138867,148265,138867,9398,9
21,24,148,100,1974,108417,182051,108417,73634,0
21,24,148,200,1974,73634,182051,108417,73634,0
21,24,148,100,1976,152344,226110,152344,73766,1
21,24,148,200,1976,73766,226110,152344,73766,0
21,24,148,100,1978,110298,168061,110298,NA,2
21,24,148,100,1980,112134,228295,112134,110176,3
21,24,148,200,1980,110176,228295,112134,110176,10
21,25,149,100,1946,36217,90048,53831,36217,0
21,25,149,200,1946,53831,90048,53831,36217,0
21,25,149,100,1948,101927,146655,101927,44728,1
21,25,149,200,1948,44728,146655,101927,44728,0
21,25,149,100,1950,78812,121508,78812,42696,2
21,25,149,200,1950,42696,121508,78812,42696,0
21,25,149,100,1952,69245,158055,88810,69245,0
21,25,149,200,1952,88810,158055,88810,69245,3
21,25,149,100,1954,69562,132221,69562,62659,0
21,25,149,200,1954,62659,132221,69562,62659,4
21,25,149,100,1956,82845,153893,82845,71048,1
21,25,149,200,1956,71048,153893,82845,71048,0
21,25,149,100,1958,78385,134642,78385,56257,2
21,25,149,200,1958,56257,134642,78385,56257,0
21,25,149,100,1960,92227,159294,92227,67067,3
21,25,149,200,1960,67067,159294,92227,67067,0
21,26,150,100,1948,51028,106021,54993,51028,0
21,26,150,200,1948,54993,106021,54993,51028,1
21,26,150,100,1950,50759,103966,53207,50759,0
21,26,150,200,1950,53207,103966,53207,50759,2
21,98,151,100,1946,1539248,3458882,1906717,1539248,0
21,98,151,200,1946,1906717,3458882,1906717,1539248,0
22,1,152,100,1946,51809,99794,51809,46677,0
22,1,152,200,1946,46677,99794,51809,46677,0
22,1,152,100,1948,78898,130085,78898,50194,1
22,1,152,200,1948,50194,130085,78898,50194,0
22,1,152,100,1950,62666,119237,62666,56063,2
22,1,152,200,1950,56063,119237,62666,56063,0
22,1,152,100,1952,93187,165335,93187,71617,3
22,1,152,200,1952,71617,165335,93187,71617,0
22,1,152,100,1954,81217,132229,81217,50439,4
22,1,152,200,1954,50439,132229,81217,50439,0
22,1,152,100,1956,93658,178207,93658,84125,5
22,1,152,200,1956,84125,178207,93658,84125,0
22,1,152,100,1958,95801,144208,95801,47588,6
22,1,152,200,1958,47588,144208,95801,47588,0
22,1,152,100,1960,136443,210839,136443,73984,7
22,1,152,200,1960,73984,210839,136443,73984,0
22,1,152,100,1962,104212,172244,104212,67230,8
22,1,152,200,1962,67230,172244,104212,67230,0
22,1,152,100,1964,133089,209049,133089,75226,9
22,1,152,200,1964,75226,209049,133089,75226,0
22,1,152,100,1966,71040,121844,71040,50804,10
22,1,152,200,1966,50804,121844,71040,50804,0
22,1,152,100,1968,90055,158724,90055,68318,11
22,1,152,200,1968,68318,158724,90055,68318,0
22,1,152,100,1970,73145,111439,73145,38294,12
22,1,152,200,1970,38294,111439,73145,38294,0
22,1,152,100,1972,95873,168535,95873,72662,13
22,1,152,200,1972,72662,168535,95873,72662,0
22,1,152,100,1974,71759,104552,71759,32793,14
22,1,152,200,1974,32793,104552,71759,32793,0
22,1,152,100,1976,121155,169911,121155,48756,0
22,1,152,200,1976,48756,169911,121155,48756,0
22,1,152,100,1978,72367,90170,72367,17419,1
22,1,152,200,1978,17419,90170,72367,17419,0
22,1,152,100,1980,112016,155553,112016,43537,2
22,1,152,200,1980,43537,155553,112016,43537,0
22,1,152,100,1982,87369,155096,87369,66921,0
22,1,152,200,1982,66921,155096,87369,66921,0
22,1,152,100,1984,147035,207964,147035,59986,0
22,1,152,200,1984,59986,207964,147035,59986,0
22,1,152,100,1986,86983,118441,86983,30395,1
22,1,152,200,1986,30395,118441,86983,30395,0
22,1,152,100,1988,138251,179327,138251,41076,2
22,1,152,200,1988,41076,179327,138251,41076,0
22,1,152,100,1990,68920,104370,68920,35450,3
22,1,152,200,1990,35450,104370,68920,35450,0
22,1,152,100,1992,147054,211824,147054,64770,4
22,1,152,200,1992,64770,211824,147054,64770,0
22,1,152,100,1994,68612,121532,68612,52920,5
22,1,152,200,1994,52920,121532,68612,52920,0
22,1,152,100,1996,133553,193113,133553,56418,6
22,1,152,200,1996,56418,193113,133553,56418,0
22,1,152,100,1998,92634,127754,92634,33503,7
22,1,152,200,1998,33503,127754,92634,33503,0
22,2,153,100,1946,40847,108318,66423,40847,0
22,2,153,200,1946,66423,108318,66423,40847,0
